epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,3030.58,0.40215,0.69658,0.97089,0.92662,1,0.995,0.71535,1.17917,1.368,2.19802,0.000212349,0.000212349,0.000212349
88,3064.56,0.48642,0.71473,0.96928,0.93842,1,0.995,0.6907,1.14566,1.35806,2.14204,0.000198202,0.000198202,0.000198202
89,3098.67,0.42139,0.70933,0.97163,0.93842,1,0.995,0.6907,1.14566,1.35806,2.14204,0.000184055,0.000184055,0.000184055
90,3132.92,0.43908,0.74878,0.96517,0.95608,1,0.995,0.72633,1.13514,1.30669,2.11271,0.000169908,0.000169908,0.000169908
91,3167.76,0.34107,1.22737,0.93574,0.95608,1,0.995,0.72633,1.13514,1.30669,2.11271,0.000155761,0.000155761,0.000155761
92,3201.95,0.44404,1.30339,1.03992,0.96726,1,0.995,0.71973,1.11396,1.27528,2.04834,0.000141614,0.000141614,0.000141614
93,3235.59,0.43281,1.34952,1.02864,0.96726,1,0.995,0.71973,1.11396,1.27528,2.04834,0.000127467,0.000127467,0.000127467
94,3270.38,0.36004,1.18495,0.93263,0.96866,1,0.995,0.71941,1.0843,1.29603,1.97701,0.00011332,0.00011332,0.00011332
95,3305.14,0.32498,1.20339,0.93072,0.96866,1,0.995,0.71941,1.0843,1.29603,1.97701,9.91726e-05,9.91726e-05,9.91726e-05
96,3339.7,0.35047,1.1443,0.95691,0.9689,1,0.995,0.72676,1.0326,1.35438,1.9108,8.50255e-05,8.50255e-05,8.50255e-05
97,3373.09,0.38532,1.14823,1.00476,0.9689,1,0.995,0.72676,1.0326,1.35438,1.9108,7.08784e-05,7.08784e-05,7.08784e-05
98,3408.04,0.36401,1.13839,0.95249,0.96534,1,0.995,0.71926,1.00574,1.38393,1.88303,5.67313e-05,5.67313e-05,5.67313e-05
99,3442.7,0.36864,1.07898,0.9509,0.96534,1,0.995,0.71926,1.00574,1.38393,1.88303,4.25842e-05,4.25842e-05,4.25842e-05
100,3477.53,0.30773,1.04552,0.90649,0.96504,1,0.995,0.72655,0.99922,1.38829,1.88087,2.84371e-05,2.84371e-05,2.84371e-05
